Date/Time,leaf_number,leaf_position,current,power,voltage,,condition,current,power,voltage
Sat Nov 23 13:14:49 2019,four,center,0.26,17.3,64.42,,normal,0.65,63.5,96.93
Sat Nov 23 13:14:50 2019,four,center,0.26,17.17,64.43,,normal,0.65,63.45,96.95
Sat Nov 23 13:14:51 2019,four,center,0.26,17.3,64.42,,normal,0.65,63.63,96.96
Sat Nov 23 13:14:52 2019,four,center,0.26,17.17,64.41,,normal,0.65,63.5,96.93
Sat Nov 23 13:14:54 2019,four,center,0.26,17.3,64.43,,normal,0.65,63.45,96.92
Sat Nov 23 13:14:55 2019,four,center,0.26,17.05,64.06,,normal,0.65,63.45,96.92
Sat Nov 23 13:14:56 2019,four,center,0.26,17.05,64.39,,normal,0.65,63.18,96.94
Sat Nov 23 13:14:57 2019,four,center,0.26,17.3,64.43,,normal,0.65,63.32,96.93
Sat Nov 23 13:14:58 2019,four,center,0.26,17.3,64.42,,normal,0.65,63.36,96.19
Sat Nov 23 13:14:59 2019,four,center,0.26,17.17,64.42,,normal,0.65,63.5,96.54
Sat Nov 23 13:15:00 2019,four,center,0.26,17.3,64.4,,normal,0.65,63.18,96.52
Sat Nov 23 13:15:01 2019,four,center,0.26,17.3,64.43,,normal,0.65,63.04,96.53
Sat Nov 23 13:15:02 2019,four,center,0.26,17.17,64.42,,normal,0.65,63.04,96.54
Sat Nov 23 13:15:03 2019,four,center,0.26,17.3,64.4,,normal,0.65,63.13,96.55
Sat Nov 23 13:15:04 2019,four,center,0.26,17.3,64.41,,normal,0.65,63.04,96.52
Sat Nov 23 13:15:05 2019,four,center,0.26,17.3,64.43,,normal,0.65,63.04,96.53
Sat Nov 23 13:15:06 2019,four,center,0.26,17.3,64.42,,normal,0.65,63.04,96.5
Sat Nov 23 13:15:07 2019,four,center,0.26,17.3,64.43,,normal,0.65,63.04,96.53
Sat Nov 23 13:15:08 2019,four,center,0.27,17.42,64.44,,normal,0.65,63.04,96.53
Sat Nov 23 13:15:09 2019,four,center,0.27,17.55,64.26,,normal,0.65,63.04,96.54
Sat Nov 23 13:15:10 2019,four,center,0.27,17.42,64.43,,normal,0.65,63.36,96.55
Sat Nov 23 13:15:11 2019,four,center,0.27,17.68,65.36,,normal,0.65,63.32,96.55
Sat Nov 23 13:15:12 2019,four,center,0.26,17.55,65.36,,normal,0.65,63.32,96.53
Sat Nov 23 13:15:13 2019,four,center,0.27,17.68,65.17,,normal,0.65,63.27,96.55
Sat Nov 23 13:15:14 2019,four,center,0.27,17.66,65.34,,normal,0.65,63.32,96.56
Sat Nov 23 13:15:15 2019,four,center,0.27,17.68,65.34,,normal,0.65,63.18,95.8
Sat Nov 23 13:15:16 2019,four,center,0.25,16.92,65.44,,normal,0.66,63.04,95.42
Sat Nov 23 13:15:17 2019,four,center,0.27,17.68,65.36,,normal,0.65,63.45,96.17
Sat Nov 23 13:15:18 2019,four,center,0.26,17.68,65.54,,normal,0.65,63.18,96.16
Sat Nov 23 13:15:19 2019,four,center,0.26,17.68,65.52,,normal,0.65,63.18,96.18
Sat Nov 23 13:15:20 2019,four,center,0.26,17.68,65.53,,normal,0.65,63.27,96.19
Sat Nov 23 13:15:21 2019,four,center,0.27,17.82,65.53,,normal,0.65,63.04,96.17
Sat Nov 23 13:15:22 2019,four,center,0.27,17.8,65.53,,normal,0.65,63.04,96.14
Sat Nov 23 13:15:23 2019,four,center,0.27,17.8,65.56,,normal,0.65,63.04,96.16
Sat Nov 23 13:15:24 2019,four,center,0.27,17.68,65.17,,normal,0.65,62.91,96.13
Sat Nov 23 13:15:25 2019,four,center,0.27,17.8,65.17,,normal,0.65,62.91,96.14
Sat Nov 23 13:15:26 2019,four,center,0.27,17.68,65.37,,normal,0.65,62.64,96.13
Sat Nov 23 13:15:27 2019,four,center,0.27,17.8,65.39,,normal,0.65,62.77,96.1
Sat Nov 23 13:15:28 2019,four,center,0.27,17.8,65.18,,normal,0.65,62.77,96.13
Sat Nov 23 13:15:29 2019,four,center,0.27,17.93,65.56,,normal,0.65,62.5,95.72
Sat Nov 23 13:15:30 2019,four,center,0.27,17.8,65.54,,normal,0.65,62.23,95.73
Sat Nov 23 13:15:31 2019,four,center,0.27,17.8,65.54,,normal,0.64,62.5,96.48
Sat Nov 23 13:15:32 2019,four,center,0.28,18.81,66.77,,normal,0.64,62.19,96.44
Sat Nov 23 13:15:33 2019,four,center,0.26,18.06,67.05,,normal,0.64,62.23,96.47
Sat Nov 23 13:15:34 2019,four,center,0.27,18.06,66.87,,normal,0.64,62.23,96.46
Sat Nov 23 13:15:35 2019,four,center,0.27,18.06,66.67,,normal,0.64,62.1,96.44
Sat Nov 23 13:15:36 2019,four,center,0.27,18.06,66.65,,normal,0.64,61.83,96.43
Sat Nov 23 13:15:37 2019,four,center,0.27,18.06,66.66,,normal,0.63,61.51,97.15
Sat Nov 23 13:15:38 2019,four,center,0.26,17.8,67,,normal,0.64,62.1,96.81
Sat Nov 23 13:15:39 2019,four,center,0.27,18.18,67.05,,normal,0.63,61.78,96.79
Sat Nov 23 13:15:40 2019,four,center,0.27,18.18,67.23,,normal,0.63,61.92,96.79
Sat Nov 23 13:15:41 2019,four,center,0.26,18.56,68.82,,normal,0.63,61.65,96.77
Sat Nov 23 13:15:42 2019,four,center,0.26,18.56,69,,normal,0.63,61.78,96.78
Sat Nov 23 13:15:43 2019,four,center,0.26,18.43,68.63,,normal,0.63,61.78,96.78
Sat Nov 23 13:15:44 2019,four,center,0.26,18.43,68.64,,normal,0.63,61.65,96.77
Sat Nov 23 13:15:45 2019,four,center,0.28,19.19,68.33,,normal,0.63,61.65,96.78
Sat Nov 23 13:15:46 2019,four,center,0.26,18.43,68.45,,normal,0.63,61.65,96.78
Sat Nov 23 13:15:47 2019,four,center,0.26,18.43,68.46,,normal,0.63,61.51,96.76
Sat Nov 23 13:15:48 2019,four,center,0.26,18.43,68.63,,normal,0.63,61.65,97.15
Sat Nov 23 13:15:49 2019,four,center,0.26,18.32,68.63,,normal,0.63,61.38,97.12
Sat Nov 23 13:15:50 2019,four,center,0.26,18.31,68.61,,normal,0.66,64.26,97.29
Sat Nov 23 13:15:51 2019,four,center,0.26,18.45,68.66,,normal,0.62,61.38,97.5
Sat Nov 23 13:15:52 2019,four,center,0.26,18.56,69.45,,normal,0.62,60.7,97.87
Sat Nov 23 13:15:53 2019,four,center,0.26,18.58,69.25,,normal,0.62,61.38,97.5
Sat Nov 23 13:15:54 2019,four,center,0.26,18.58,69.25,,normal,0.62,61.11,97.5
Sat Nov 23 13:15:55 2019,four,center,0.26,18.58,69.02,,normal,0.63,61.11,96.73
Sat Nov 23 13:15:56 2019,four,center,0.26,18.58,69.04,,normal,0.62,61.38,97.49
Sat Nov 23 13:15:57 2019,four,center,0.26,18.58,69.05,,normal,0.62,60.97,97.48
Sat Nov 23 13:15:58 2019,four,center,0.26,18.56,69.05,,normal,0.62,60.79,97.48
Sat Nov 23 13:15:59 2019,four,center,0.26,18.18,69,,normal,0.62,60.7,97.46
Sat Nov 23 13:16:00 2019,four,center,0.26,18.56,69.04,,normal,0.62,60.7,97.42
Sat Nov 23 13:16:01 2019,four,center,0.26,18.45,69.02,,normal,0.62,60.43,97.43
Sat Nov 23 13:16:02 2019,four,center,0.26,18.56,69.04,,normal,0.61,60.29,97.42
Sat Nov 23 13:16:03 2019,four,center,0.26,18.43,69.01,,normal,0.61,60.38,97.42
Sat Nov 23 13:16:04 2019,four,center,0.26,18.43,69.03,,normal,0.61,59.98,97.02
Sat Nov 23 13:16:05 2019,four,center,0.26,18.43,69.03,,normal,0.62,60.52,97.4
Sat Nov 23 13:16:06 2019,four,center,0.26,18.31,68.64,,normal,0.61,60.29,97.45
Sat Nov 23 13:16:07 2019,four,center,0.27,18.56,68.44,,normal,0.62,60.25,97.03
Sat Nov 23 13:16:08 2019,four,center,0.26,18.31,69.81,,normal,0.61,60.25,97.37
Sat Nov 23 13:16:09 2019,four,center,0.26,18.43,69.44,,normal,0.61,60.11,97.38
Sat Nov 23 13:16:10 2019,four,center,0.26,18.18,69,,normal,0.61,59.84,97.76
Sat Nov 23 13:16:11 2019,four,center,0.26,18.18,69.01,,normal,0.6,59.57,97.74
Sat Nov 23 13:16:12 2019,four,center,0.26,18.06,68.61,,normal,0.61,59.71,97.72
Sat Nov 23 13:16:13 2019,four,center,0.26,18.18,68.8,,normal,0.6,59.44,97.73
Sat Nov 23 13:16:14 2019,four,center,0.26,18.43,69.01,,normal,0.61,59.71,97.74
Sat Nov 23 13:16:15 2019,four,center,0.26,18.18,68.99,,normal,0.61,59.98,97.75
Sat Nov 23 13:16:16 2019,four,center,0.26,18.07,68.59,,normal,0.6,59.71,98.1
Sat Nov 23 13:16:17 2019,four,center,0.26,18.06,68.58,,normal,0.61,59.98,98.15
Sat Nov 23 13:16:18 2019,four,center,0.26,18.06,68.61,,normal,0.61,60.25,97.76
Sat Nov 23 13:16:19 2019,four,center,0.26,18.18,68.6,,normal,0.61,60.25,97.78
Sat Nov 23 13:16:20 2019,four,center,0.26,18.2,68.39,,normal,0.61,60.29,97.74
Sat Nov 23 13:16:21 2019,four,center,0.26,18.32,68.41,,normal,0.61,60.38,97.78
Sat Nov 23 13:16:22 2019,four,center,0.26,18.43,68.41,,normal,0.61,60.52,97.78
Sat Nov 23 13:16:23 2019,four,center,0.27,18.81,68.87,,normal,0.62,60.79,97.8
Sat Nov 23 13:16:24 2019,four,center,0.25,17.8,68.9,,normal,0.6,59.4,98.51
Sat Nov 23 13:16:25 2019,four,center,0.25,17.55,68.91,,normal,0.61,60.21,98.14
Sat Nov 23 13:16:26 2019,four,center,0.26,18.31,69.01,,normal,0.62,60.48,97.4
Sat Nov 23 13:16:27 2019,four,center,0.26,18.58,69.03,,normal,0.63,61.65,97.45
Sat Nov 23 13:16:29 2019,four,center,0.26,18.06,68.77,,normal,0.61,60.84,98.21
Sat Nov 23 13:16:30 2019,four,center,0.25,17.55,68.71,,normal,0.63,62.05,97.5
Sat Nov 23 13:16:31 2019,four,center,0.25,17.55,68.71,,normal,0.63,62.14,97.51
Sat Nov 23 13:16:32 2019,four,center,0.25,17.68,68.76,,normal,0.62,61.06,97.44
Sat Nov 23 13:16:33 2019,four,center,0.26,18.06,68.54,,normal,0.63,61.92,97.5
Sat Nov 23 13:16:34 2019,four,center,0.25,17.3,68.69,,normal,0.62,61.38,97.47
Sat Nov 23 13:16:35 2019,four,center,0.25,17.42,68.71,,normal,0.6,59.71,98.12
Sat Nov 23 13:16:36 2019,four,center,0.25,17.42,68.89,,normal,0.6,59.8,98.12
Sat Nov 23 13:16:37 2019,four,center,0.25,17.68,68.91,,normal,0.62,61.33,97.45
Sat Nov 23 13:16:38 2019,four,center,0.25,17.42,68.9,,normal,0.62,61.38,97.46
Sat Nov 23 13:16:39 2019,four,center,0.25,17.3,68.88,,normal,0.64,61.92,96.72
Sat Nov 23 13:16:40 2019,four,center,0.26,18.2,69,,normal,0.63,60.79,96.29
Sat Nov 23 13:16:41 2019,four,center,0.25,17.68,69.12,,normal,0.62,60.97,97.07
Sat Nov 23 13:16:42 2019,four,center,0.25,17.56,69.28,,normal,0.63,61.51,97.09
Sat Nov 23 13:16:43 2019,four,center,0.25,17.8,69.11,,normal,0.64,62.32,96.39
Sat Nov 23 13:16:44 2019,four,center,0.24,17.17,68.86,,normal,0.61,59.3,96.6
Sat Nov 23 13:16:45 2019,four,center,0.25,17.68,68.92,,normal,0.63,61.78,96.72
Sat Nov 23 13:16:46 2019,four,center,0.26,18.56,69.03,,normal,0.63,61.6,97.11
Sat Nov 23 13:16:47 2019,four,center,0.25,17.28,68.87,,normal,0.64,62.05,96.74
Sat Nov 23 13:16:48 2019,four,center,0.25,17.68,68.91,,normal,0.63,61.51,96.34
Sat Nov 23 13:16:49 2019,four,center,0.25,17.68,68.9,,normal,0.64,62.14,96.41
Sat Nov 23 13:16:50 2019,four,center,0.26,18.31,68.98,,normal,0.64,61.87,96.36
Sat Nov 23 13:16:51 2019,four,center,0.25,17.82,68.97,,normal,0.64,61.78,96.38
Sat Nov 23 13:16:52 2019,four,center,0.26,17.93,68.95,,normal,0.64,62.19,96.39
Sat Nov 23 13:16:53 2019,four,center,0.25,17.56,68.91,,normal,0.64,61.92,96.41
Sat Nov 23 13:16:54 2019,four,center,0.25,17.55,69.3,,normal,0.63,61.56,96.37
Sat Nov 23 13:16:55 2019,four,center,0.25,17.69,69.32,,normal,0.64,62.19,96.39
Sat Nov 23 13:16:56 2019,four,center,0.21,15.15,68.94,,normal,0.64,62.5,96.39
Sat Nov 23 13:16:57 2019,four,center,0.2,13.74,66.95,,normal,0.64,62.05,96.76
Sat Nov 23 13:16:58 2019,four,center,0.2,13.36,65.09,,normal,0.63,61.78,97.11
Sat Nov 23 13:16:59 2019,four,center,0.26,17.17,63.87,,normal,0.64,62.19,96.4
Sat Nov 23 13:17:00 2019,four,center,0.25,16.02,62.25,,normal,0.64,61.78,96.41
Sat Nov 23 13:17:01 2019,four,center,0.26,15.77,60.63,,normal,0.64,62.05,96.38
Sat Nov 23 13:17:02 2019,four,center,0.26,15.64,59.08,,normal,0.64,62.05,96.39
Sat Nov 23 13:17:03 2019,four,center,0.26,15.27,57.64,,normal,0.63,61.38,96.34
Sat Nov 23 13:17:04 2019,four,center,0.26,15.13,56.26,,normal,0.64,61.78,96.37
Sat Nov 23 13:17:05 2019,four,center,0.28,15.77,54.97,,normal,0.63,61.65,96.36
Sat Nov 23 13:17:06 2019,four,center,0.27,14.75,53.79,,normal,0.62,60.65,97.04
Sat Nov 23 13:17:07 2019,four,center,0.27,14.5,52.56,,normal,0.62,60.56,96.65
Sat Nov 23 13:17:08 2019,four,center,0.27,13.99,51.38,,normal,0.62,60.11,96.63
Sat Nov 23 13:17:09 2019,four,center,0.27,13.6,50.25,,normal,0.64,62.59,96.37
Sat Nov 23 13:17:10 2019,four,center,0.26,13.23,49.15,,normal,0.61,58.86,96.15
Sat Nov 23 13:17:11 2019,four,center,0.27,13.48,48.16,,normal,0.6,58.63,96.14
Sat Nov 23 13:17:12 2019,four,center,0.27,12.84,47.21,,normal,0.6,58.18,96.86
Sat Nov 23 13:17:13 2019,four,center,0.26,12.46,46.28,,normal,0.6,58.14,96.86
Sat Nov 23 13:17:14 2019,four,center,0.27,12.46,45.36,,normal,0.59,58.05,96.86
Sat Nov 23 13:17:15 2019,four,center,0.25,11.19,44.39,,normal,0.59,57.73,96.81
Sat Nov 23 13:17:16 2019,four,center,0.27,12.21,43.66,,normal,0.59,57.78,96.83
Sat Nov 23 13:17:17 2019,four,center,0.25,10.7,42.72,,normal,0.59,57.91,96.83
Sat Nov 23 13:17:18 2019,four,center,0.19,8.04,41.5,,normal,0.59,58.05,96.84
Sat Nov 23 13:17:19 2019,four,center,0.2,8.42,41.3,,normal,0.6,58.45,96.85
Sat Nov 23 13:17:20 2019,four,center,0.22,9.05,41,,normal,0.6,58.59,97.24
Sat Nov 23 13:17:21 2019,four,center,0.28,11.44,40.57,,normal,0.61,58.32,94.99
Sat Nov 23 13:17:22 2019,four,center,0.28,11.44,39.89,,normal,0.61,59.4,96.89
Sat Nov 23 13:17:23 2019,four,center,0.28,11.32,39.24,,normal,0.61,59.53,96.93
Sat Nov 23 13:17:24 2019,four,center,0.29,11.44,38.6,,normal,0.61,59.67,96.95
Sat Nov 23 13:17:25 2019,four,center,0.27,10.44,37.99,,normal,0.61,59.98,96.96
Sat Nov 23 13:17:26 2019,four,center,0.25,9.67,37.34,,normal,0.62,60.11,96.95
Sat Nov 23 13:17:27 2019,four,center,0.29,10.94,36.84,,normal,0.61,59.8,96.96
Sat Nov 23 13:17:28 2019,four,center,0.28,10.43,36.28,,normal,0.61,60.07,96.96
Sat Nov 23 13:17:29 2019,four,center,0.2,6.77,33.27,,normal,0.61,60.07,96.96
Sat Nov 23 13:17:30 2019,four,center,0.21,7.28,34.07,,normal,0.61,59.71,96.95
Sat Nov 23 13:17:31 2019,four,center,0.24,8.54,34.51,,normal,0.61,59.26,96.93
Sat Nov 23 13:17:32 2019,four,center,0.23,7.9,33.85,,normal,0.61,59.4,96.91
Sat Nov 23 13:17:33 2019,four,center,0.33,11.18,33.73,,normal,0.61,59.22,96.91
Sat Nov 23 13:17:34 2019,four,center,0.33,11.06,33.31,,normal,0.61,59.13,96.89
Sat Nov 23 13:17:35 2019,four,center,0.33,10.93,32.82,,normal,0.61,59.44,96.91
Sat Nov 23 13:17:36 2019,four,center,0.32,10.68,32.38,,normal,0.64,62.37,97.08
Sat Nov 23 13:17:37 2019,four,center,0.29,9.54,31.86,,normal,0.61,59.26,96.91
Sat Nov 23 13:17:38 2019,four,center,0.28,8.91,31.42,,normal,0.61,59.13,96.9
Sat Nov 23 13:17:39 2019,four,center,0.3,9.54,31.03,,normal,0.6,58.99,96.9
Sat Nov 23 13:17:40 2019,four,center,0.21,6.27,29.1,,normal,0.6,58.72,96.87
Sat Nov 23 13:17:41 2019,four,center,0.21,5.77,27.36,,normal,0.61,58.81,95.75
Sat Nov 23 13:17:42 2019,four,center,0.21,5.26,25.03,,normal,0.58,56.25,96.37
Sat Nov 23 13:17:43 2019,four,center,0.28,8.28,29.45,,normal,0.62,59.53,95.77
Sat Nov 23 13:17:44 2019,four,center,0.32,9.54,29.19,,normal,0.61,59.22,95.78
Sat Nov 23 13:17:45 2019,four,center,0.29,8.4,28.75,,normal,0.62,59.4,95.77
Sat Nov 23 13:17:46 2019,four,center,0.29,8.4,28.42,,normal,0.61,58.68,95.38
Sat Nov 23 13:17:47 2019,four,center,0.36,10.42,28.24,,normal,0.61,58.41,95.35
Sat Nov 23 13:17:48 2019,four,center,0.23,6.52,27.29,,normal,0.57,55.26,95.57
Sat Nov 23 13:17:49 2019,four,center,0.21,5.01,23.67,,normal,0.6,58.72,96.48
Sat Nov 23 13:17:50 2019,four,center,0.23,6.39,26.75,,normal,0.6,58.72,96.5
Sat Nov 23 13:17:51 2019,four,center,0.37,10.16,26.97,,normal,0.6,58.72,97.22
Sat Nov 23 13:17:52 2019,four,center,0.38,10.16,26.66,,normal,0.62,58.72,94.63
Sat Nov 23 13:17:54 2019,four,center,0.38,10.17,26.4,,normal,0.61,59.13,95.39
Sat Nov 23 13:17:55 2019,four,center,0.36,9.53,26.09,,normal,0.58,57.06,98.31
Sat Nov 23 13:17:56 2019,four,center,0.35,9.03,25.79,,normal,0.62,59.4,95.78
Sat Nov 23 13:17:57 2019,four,center,0.36,9.27,25.52,,normal,0.62,59.4,95.41
Sat Nov 23 13:17:58 2019,four,center,0.22,5.63,24.62,,normal,0.59,58.32,97.6
Sat Nov 23 13:17:59 2019,five,corner,0.24,5.89,24.54,,normal,0.61,58.99,95.39
Sat Nov 23 13:18:00 2019,five,corner,0.39,9.66,24.74,,normal,0.59,57.82,97.56
Sat Nov 23 13:18:01 2019,five,corner,0.39,9.66,24.5,,normal,0.61,58.41,95.34
Sat Nov 23 13:18:02 2019,five,corner,0.38,9.41,24.24,,normal,0.56,54.72,97.34
Sat Nov 23 13:18:03 2019,five,corner,0.38,9.27,24.01,,normal,0.59,57.42,96.74
Sat Nov 23 13:18:04 2019,five,corner,0.38,9.16,23.78,,normal,0.13,12.36,89.85
Sat Nov 23 13:18:05 2019,five,corner,0.38,9.03,23.55,,normal,0.59,56.39,94.76
Sat Nov 23 13:18:06 2019,five,corner,0.38,9.03,23.31,,normal,0.56,55.09,97.67
Sat Nov 23 13:18:07 2019,five,corner,0.38,8.91,23.11,,normal,0.56,55.09,97.69
Sat Nov 23 13:18:08 2019,five,corner,0.38,8.77,22.85,,normal,0.54,52.89,96.81
Sat Nov 23 13:18:09 2019,five,corner,0.38,8.65,22.67,,normal,0.58,56.03,96.24
Sat Nov 23 13:18:10 2019,five,corner,0.38,8.65,22.44,,normal,0.57,55.76,96.24
Sat Nov 23 13:18:11 2019,five,corner,0.38,8.65,22.23,,normal,0.58,55.94,96.24
Sat Nov 23 13:18:12 2019,five,corner,0.38,8.52,22.03,,normal,0.58,56.16,96.24
Sat Nov 23 13:18:13 2019,five,corner,0.39,8.65,21.86,,normal,0.58,56.75,96.27
Sat Nov 23 13:18:14 2019,five,corner,0.39,8.52,21.66,,normal,0.59,56.88,96.28
Sat Nov 23 13:18:15 2019,five,corner,0.39,8.53,21.46,,normal,0.1,9.43,90.94
Sat Nov 23 13:18:16 2019,five,corner,0.39,8.4,21.25,,normal,0.59,55.72,94.19
Sat Nov 23 13:18:17 2019,five,corner,0.39,8.4,21.08,,normal,0.6,56.84,94.42
Sat Nov 23 13:18:18 2019,five,corner,0.4,8.4,20.89,,normal,0.59,57.92,96.71
Sat Nov 23 13:18:19 2019,five,corner,0.41,8.52,20.7,,normal,0.59,57.82,97.47
Sat Nov 23 13:18:20 2019,five,corner,0.4,8.27,20.55,,normal,0.59,58.23,97.13
Sat Nov 23 13:18:21 2019,five,corner,0.4,8.26,20.38,,normal,0.59,58.23,97.13
Sat Nov 23 13:18:22 2019,five,corner,0.4,8.14,20.23,,normal,0.6,58.23,96.4
Sat Nov 23 13:18:23 2019,five,corner,0.4,8.15,19.99,,normal,0.6,57.96,96.33
Sat Nov 23 13:18:24 2019,five,corner,0.4,8.01,19.84,,normal,0.59,57.92,97.11
Sat Nov 23 13:18:25 2019,five,corner,0.4,8.01,19.66,,normal,0.59,57.96,97.09
Sat Nov 23 13:18:26 2019,five,corner,0.41,8.01,19.53,,normal,0.6,58.5,96.39
Sat Nov 23 13:18:27 2019,five,corner,0.42,8.14,19.39,,normal,0.6,58.36,97.15
Sat Nov 23 13:18:28 2019,five,corner,0.41,7.89,19.22,,normal,0.6,58.95,97.17
Sat Nov 23 13:18:29 2019,five,corner,0.41,7.89,19.04,,normal,0.59,58,97.89
Sat Nov 23 13:18:30 2019,five,corner,0.41,7.76,18.9,,normal,0.6,59.22,97.18
Sat Nov 23 13:18:31 2019,five,corner,0.41,7.76,18.75,,normal,0.59,58.09,97.91
Sat Nov 23 13:18:32 2019,five,corner,0.41,7.76,18.6,,normal,0.59,58.41,97.53
Sat Nov 23 13:18:33 2019,five,corner,0.41,7.64,18.44,,normal,0.61,58.81,96.42
Sat Nov 23 13:18:34 2019,five,corner,0.41,7.64,18.33,,normal,0.6,58.81,96.44
Sat Nov 23 13:18:35 2019,five,corner,0.41,7.51,18.19,,normal,0.6,58.36,96.41
Sat Nov 23 13:18:36 2019,five,corner,0.4,7.39,18.04,,normal,0.6,58.36,96.4
Sat Nov 23 13:18:37 2019,five,corner,0.4,7.26,17.9,,normal,0.6,58.23,96.39
Sat Nov 23 13:18:38 2019,five,corner,0.4,7.26,17.77,,normal,0.59,57.82,96.74
Sat Nov 23 13:18:39 2019,five,corner,0.41,7.26,17.64,,normal,0.6,58.36,96.03
Sat Nov 23 13:18:40 2019,five,corner,0.4,7.13,17.51,,normal,0.6,58.5,96.05
Sat Nov 23 13:18:41 2019,five,corner,0.41,7.26,17.38,,normal,0.6,58.5,96.8
Sat Nov 23 13:18:42 2019,five,corner,0.41,7.14,17.26,,normal,0.61,58.95,96.07
Sat Nov 23 13:18:43 2019,five,corner,0.41,7.13,17.13,,normal,0.61,59.04,96.06
Sat Nov 23 13:18:44 2019,five,corner,0.41,7.01,17.04,,normal,0.61,59.35,96.48
Sat Nov 23 13:18:45 2019,five,corner,0.42,7.13,16.89,,normal,0.61,59.31,96.82
Sat Nov 23 13:18:46 2019,five,corner,0.41,7.01,16.78,,normal,0.61,59.62,96.49
Sat Nov 23 13:18:47 2019,five,corner,0.42,7.01,16.66,,normal,0.62,60.07,96.88
Sat Nov 23 13:18:48 2019,five,corner,0.41,6.88,16.55,,normal,0.62,60.48,96.54
Sat Nov 23 13:18:49 2019,five,corner,0.42,7.01,16.44,,normal,0.62,60.75,96.56
Sat Nov 23 13:18:50 2019,five,corner,0.42,6.88,16.33,,normal,0.63,60.88,96.58
Sat Nov 23 13:18:51 2019,five,corner,0.42,6.88,16.21,,normal,0.63,61.15,96.59
Sat Nov 23 13:18:52 2019,five,corner,0.42,6.88,16.11,,normal,0.63,61.2,96.64
Sat Nov 23 13:18:53 2019,five,corner,0.43,6.88,15.99,,normal,0.63,61.15,96.62
Sat Nov 23 13:18:54 2019,five,corner,0.42,6.76,15.89,,normal,0.63,61.15,96.6
Sat Nov 23 13:18:55 2019,five,corner,0.42,6.76,15.8,,normal,0.63,61.24,96.62
Sat Nov 23 13:18:56 2019,five,corner,0.43,6.76,15.69,,normal,0.63,60.88,96.6
Sat Nov 23 13:18:57 2019,five,corner,0.42,6.63,15.58,,normal,0.63,60.88,96.59
Sat Nov 23 13:18:58 2019,five,corner,0.42,6.63,15.48,,normal,0.62,60.75,96.6
Sat Nov 23 13:18:59 2019,five,corner,0.43,6.63,15.38,,normal,0.62,60.43,96.93
Sat Nov 23 13:19:00 2019,five,corner,0.41,6.38,15.27,,normal,0.62,60.52,96.59
Sat Nov 23 13:19:01 2019,five,corner,0.42,6.5,15.16,,normal,0.62,60.48,96.57
Sat Nov 23 13:19:02 2019,five,corner,0.43,6.51,15.09,,normal,0.62,60.34,96.56
Sat Nov 23 13:19:03 2019,five,corner,0.42,6.38,14.98,,normal,0.62,60.21,96.56
Sat Nov 23 13:19:04 2019,five,corner,0.42,6.38,14.89,,normal,0.62,59.8,95.4
Sat Nov 23 13:19:05 2019,five,corner,0.42,6.26,14.82,,normal,0.62,60.07,96.15
Sat Nov 23 13:19:06 2019,five,corner,0.42,6.25,14.71,,normal,0.62,59.94,96.18
Sat Nov 23 13:19:07 2019,five,corner,0.41,6.13,14.62,,normal,0.62,59.67,96.17
Sat Nov 23 13:19:08 2019,five,corner,0.42,6.12,14.54,,normal,0.62,59.62,96.15
Sat Nov 23 13:19:09 2019,five,corner,0.41,6,14.45,,normal,0.61,59.22,96.13
Sat Nov 23 13:19:10 2019,five,corner,0.42,6.12,14.37,,normal,0.61,59.17,96.11
Sat Nov 23 13:19:11 2019,five,corner,0.42,6,14.27,,normal,0.61,59.08,96.1
Sat Nov 23 13:19:12 2019,five,corner,0.42,6,14.2,,normal,0.61,58.95,95.37
Sat Nov 23 13:19:13 2019,five,corner,0.42,6,14.11,,normal,0.59,56.34,95.2
Sat Nov 23 13:19:14 2019,five,corner,0.42,6,14.01,,normal,0.62,59.26,95.03
Sat Nov 23 13:19:15 2019,five,corner,0.43,6,13.95,,normal,0.62,59.67,95.77
Sat Nov 23 13:19:16 2019,five,corner,0.43,6,13.88,,normal,0.62,60.03,95.43
Sat Nov 23 13:19:17 2019,five,corner,0.42,5.87,13.8,,normal,0.62,60.07,95.43
Sat Nov 23 13:19:18 2019,five,corner,0.43,6,13.76,,normal,0.62,60.21,95.81
Sat Nov 23 13:19:19 2019,five,corner,0.43,6,13.74,,normal,0.63,60.48,95.83
Sat Nov 23 13:19:20 2019,five,corner,0.43,6,13.76,,normal,0.63,60.61,95.85
Sat Nov 23 13:19:21 2019,five,corner,0.43,6,13.74,,normal,0.63,60.79,95.86
Sat Nov 23 13:19:22 2019,five,corner,0.44,6.12,13.73,,normal,0.61,60.34,97.36
Sat Nov 23 13:19:23 2019,five,corner,0.44,6.12,13.75,,normal,0.63,61.15,95.9
Sat Nov 23 13:19:24 2019,five,corner,0.43,6,13.77,,normal,0.63,61.56,96.28
Sat Nov 23 13:19:25 2019,five,corner,0.43,6,13.74,,normal,0.63,61.56,96.29
Sat Nov 23 13:19:26 2019,five,corner,0.43,6,13.76,,normal,0.64,61.83,96.29
Sat Nov 23 13:19:27 2019,five,corner,0.43,6,13.73,,normal,0.64,61.74,96.31
Sat Nov 23 13:19:28 2019,five,corner,0.43,6,13.75,,normal,0.64,61.69,96.3
Sat Nov 23 13:19:29 2019,five,corner,0.43,6,13.73,,normal,0.64,61.87,96.3
