Date/Time,leaf_number,leaf_position,current,power,voltage,,condition,current,power,voltage
Sat Nov 23 12:40:38 2019,one,center,0.87,12.11,13.84,,normal,1.36,18.82,13.81
Sat Nov 23 12:40:39 2019,one,center,0.87,12.11,13.83,,normal,1.35,18.7,13.79
Sat Nov 23 12:40:40 2019,one,center,0.87,12.11,13.85,,normal,1.36,18.82,13.77
Sat Nov 23 12:40:41 2019,one,center,0.88,12.24,13.85,,normal,1.36,18.82,13.79
Sat Nov 23 12:40:42 2019,one,center,0.87,12.11,13.84,,normal,1.35,18.7,13.79
Sat Nov 23 12:40:43 2019,one,center,0.87,12.11,13.85,,normal,1.35,18.69,13.81
Sat Nov 23 12:40:44 2019,one,center,0.88,12.24,13.83,,normal,1.35,18.7,13.79
Sat Nov 23 12:40:45 2019,one,center,0.88,12.23,13.85,,normal,1.35,18.69,13.78
Sat Nov 23 12:40:46 2019,one,center,0.87,12.11,13.85,,normal,1.36,18.83,13.79
Sat Nov 23 12:40:47 2019,one,center,0.87,12.11,13.84,,normal,1.35,18.69,13.82
Sat Nov 23 12:40:48 2019,one,center,0.88,12.24,13.84,,normal,1.35,18.69,13.79
Sat Nov 23 12:40:49 2019,one,center,0.87,12.11,13.85,,normal,1.36,18.83,13.8
Sat Nov 23 12:40:50 2019,one,center,0.88,12.23,13.84,,normal,1.37,18.95,13.8
Sat Nov 23 12:40:51 2019,one,center,0.87,12.1,13.84,,normal,1.35,18.7,13.78
Sat Nov 23 12:40:52 2019,one,center,0.87,12.11,13.84,,normal,1.35,18.69,13.81
Sat Nov 23 12:40:53 2019,one,center,0.86,11.99,13.82,,normal,1.36,18.83,13.8
Sat Nov 23 12:40:54 2019,one,center,0.87,12.11,13.84,,normal,1.35,18.7,13.79
Sat Nov 23 12:40:55 2019,one,center,0.87,12.1,13.83,,normal,1.35,18.7,13.77
Sat Nov 23 12:40:56 2019,one,center,0.88,12.24,13.82,,normal,1.36,18.82,13.82
Sat Nov 23 12:40:57 2019,one,center,0.87,12.11,13.85,,normal,1.35,18.69,13.8
Sat Nov 23 12:40:58 2019,one,center,0.87,12.11,13.85,,normal,1.35,18.69,13.77
Sat Nov 23 12:40:59 2019,one,center,0.87,12.11,13.82,,normal,1.34,18.56,13.79
Sat Nov 23 12:41:00 2019,one,center,0.87,12.11,13.84,,normal,1.36,18.83,13.79
Sat Nov 23 12:41:01 2019,one,center,0.88,12.23,13.85,,normal,1.35,18.7,13.79
Sat Nov 23 12:41:02 2019,one,center,0.87,12.11,13.85,,normal,1.35,18.7,13.82
Sat Nov 23 12:41:03 2019,one,center,0.87,12.11,13.84,,normal,1.36,18.83,13.78
Sat Nov 23 12:41:04 2019,one,center,0.87,12.11,13.84,,normal,1.35,18.7,13.79
Sat Nov 23 12:41:05 2019,one,center,0.87,12.11,13.85,,normal,1.36,18.69,13.74
Sat Nov 23 12:41:06 2019,one,center,0.88,12.24,13.86,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:07 2019,one,center,0.87,12.11,13.84,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:08 2019,one,center,0.88,12.24,13.84,,normal,1.35,18.7,13.78
Sat Nov 23 12:41:09 2019,one,center,0.87,12.11,13.84,,normal,1.36,18.83,13.79
Sat Nov 23 12:41:10 2019,one,center,0.88,12.24,13.85,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:11 2019,one,center,0.88,12.24,13.84,,normal,1.34,18.57,13.77
Sat Nov 23 12:41:12 2019,one,center,0.9,12.49,13.85,,normal,1.36,18.83,13.79
Sat Nov 23 12:41:13 2019,one,center,1.05,13.98,13.21,,normal,1.35,18.7,13.78
Sat Nov 23 12:41:14 2019,one,center,0.97,12.87,13.27,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:15 2019,one,center,0.95,12.73,13.29,,normal,1.35,18.7,13.81
Sat Nov 23 12:41:16 2019,one,center,0.94,12.62,13.3,,normal,1.35,18.7,13.79
Sat Nov 23 12:41:17 2019,one,center,0.93,12.36,13.28,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:18 2019,one,center,0.92,12.36,13.31,,normal,1.35,18.7,13.79
Sat Nov 23 12:41:19 2019,one,center,0.91,12.24,13.31,,normal,1.35,18.7,13.8
Sat Nov 23 12:41:20 2019,one,center,0.91,12.24,13.31,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:21 2019,one,center,0.92,12.24,13.3,,normal,1.36,18.83,13.79
Sat Nov 23 12:41:22 2019,one,center,0.92,12.24,13.28,,normal,1.35,18.7,13.8
Sat Nov 23 12:41:23 2019,one,center,0.91,12.24,13.31,,normal,1.34,18.57,13.8
Sat Nov 23 12:41:24 2019,one,center,0.92,12.24,13.3,,normal,1.35,18.7,13.82
Sat Nov 23 12:41:25 2019,one,center,0.92,12.24,13.3,,normal,1.36,18.82,13.82
Sat Nov 23 12:41:26 2019,one,center,0.93,12.36,13.29,,normal,1.36,18.83,13.81
Sat Nov 23 12:41:27 2019,one,center,0.92,12.36,13.31,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:28 2019,one,center,0.92,12.25,13.25,,normal,1.36,18.83,13.78
Sat Nov 23 12:41:29 2019,one,center,0.94,12.49,13.28,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:30 2019,one,center,0.94,12.49,13.28,,normal,1.35,18.69,13.8
Sat Nov 23 12:41:31 2019,one,center,0.93,12.36,13.28,,normal,1.35,18.7,13.78
Sat Nov 23 12:41:32 2019,one,center,0.92,12.36,13.3,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:33 2019,one,center,0.93,12.36,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:41:34 2019,one,center,0.93,12.36,13.28,,normal,1.36,18.83,13.8
Sat Nov 23 12:41:35 2019,one,center,0.93,12.36,13.28,,normal,1.34,18.56,13.76
Sat Nov 23 12:41:36 2019,one,center,0.92,12.36,13.31,,normal,1.34,18.57,13.79
Sat Nov 23 12:41:37 2019,one,center,0.93,12.37,13.29,,normal,1.34,18.57,13.77
Sat Nov 23 12:41:38 2019,one,center,0.92,12.24,13.29,,normal,1.34,18.57,13.8
Sat Nov 23 12:41:39 2019,one,center,0.92,12.36,13.3,,normal,1.33,18.43,13.79
Sat Nov 23 12:41:40 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.43,13.79
Sat Nov 23 12:41:41 2019,one,center,0.92,12.24,13.29,,normal,1.34,18.57,13.82
Sat Nov 23 12:41:43 2019,one,center,0.92,12.24,13.28,,normal,1.34,18.57,13.79
Sat Nov 23 12:41:44 2019,one,center,0.92,12.36,13.31,,normal,1.32,18.31,13.78
Sat Nov 23 12:41:45 2019,one,center,0.92,12.24,13.3,,normal,1.34,18.56,13.8
Sat Nov 23 12:41:46 2019,one,center,0.92,12.24,13.28,,normal,1.33,18.44,13.78
Sat Nov 23 12:41:47 2019,one,center,0.92,12.24,13.28,,normal,1.32,18.31,13.81
Sat Nov 23 12:41:48 2019,one,center,0.92,12.24,13.3,,normal,1.32,18.31,13.8
Sat Nov 23 12:41:49 2019,one,center,0.92,12.24,13.29,,normal,1.32,18.3,13.79
Sat Nov 23 12:41:50 2019,one,center,0.92,12.24,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:41:51 2019,one,center,0.92,12.24,13.27,,normal,1.34,18.57,13.79
Sat Nov 23 12:41:52 2019,one,center,0.92,12.36,13.3,,normal,1.32,18.3,13.78
Sat Nov 23 12:41:53 2019,one,center,0.92,12.24,13.3,,normal,1.33,18.44,13.79
Sat Nov 23 12:41:54 2019,one,center,0.91,12.11,13.31,,normal,1.33,18.44,13.79
Sat Nov 23 12:41:55 2019,one,center,0.91,12.24,13.31,,normal,1.35,18.57,13.75
Sat Nov 23 12:41:56 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.44,13.78
Sat Nov 23 12:41:57 2019,one,center,0.92,12.24,13.28,,normal,1.32,18.3,13.78
Sat Nov 23 12:41:58 2019,one,center,0.92,12.36,13.32,,normal,1.33,18.44,13.79
Sat Nov 23 12:41:59 2019,one,center,0.91,12.24,13.31,,normal,1.33,18.43,13.8
Sat Nov 23 12:42:00 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.43,13.79
Sat Nov 23 12:42:01 2019,one,center,0.92,12.36,13.3,,normal,1.33,18.44,13.79
Sat Nov 23 12:42:02 2019,one,center,0.91,12.24,13.31,,normal,1.33,18.44,13.78
Sat Nov 23 12:42:03 2019,one,center,0.92,12.24,13.28,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:04 2019,one,center,0.92,12.24,13.3,,normal,1.32,18.31,13.78
Sat Nov 23 12:42:05 2019,one,center,0.91,12.24,13.31,,normal,1.34,18.56,13.79
Sat Nov 23 12:42:06 2019,one,center,0.92,12.24,13.29,,normal,1.32,18.31,13.78
Sat Nov 23 12:42:07 2019,one,center,0.92,12.24,13.28,,normal,1.33,18.44,13.8
Sat Nov 23 12:42:08 2019,one,center,0.92,12.24,13.3,,normal,1.33,18.44,13.77
Sat Nov 23 12:42:09 2019,one,center,0.92,12.36,13.31,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:10 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.44,13.79
Sat Nov 23 12:42:11 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.43,13.78
Sat Nov 23 12:42:12 2019,one,center,0.92,12.23,13.29,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:13 2019,one,center,0.93,12.36,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:42:14 2019,one,center,0.93,12.36,13.28,,normal,1.32,18.31,13.81
Sat Nov 23 12:42:15 2019,one,center,0.92,12.24,13.25,,normal,1.33,18.44,13.81
Sat Nov 23 12:42:16 2019,one,center,0.92,12.24,13.3,,normal,1.34,18.57,13.78
Sat Nov 23 12:42:17 2019,one,center,0.92,12.36,13.3,,normal,1.33,18.44,13.78
Sat Nov 23 12:42:18 2019,one,center,0.92,12.36,13.31,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:19 2019,one,center,0.92,12.36,13.3,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:20 2019,one,center,0.93,12.36,13.29,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:21 2019,one,center,0.93,12.37,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:42:22 2019,one,center,0.93,12.36,13.26,,normal,1.33,18.44,13.8
Sat Nov 23 12:42:23 2019,one,center,0.92,12.24,13.3,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:24 2019,one,center,0.92,12.36,13.3,,normal,1.32,18.3,13.78
Sat Nov 23 12:42:25 2019,one,center,0.91,12.24,13.32,,normal,1.35,18.7,13.79
Sat Nov 23 12:42:26 2019,one,center,0.92,12.36,13.3,,normal,1.33,18.46,13.79
Sat Nov 23 12:42:27 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.43,13.77
Sat Nov 23 12:42:28 2019,one,center,0.93,12.36,13.29,,normal,1.33,18.43,13.8
Sat Nov 23 12:42:29 2019,one,center,0.93,12.36,13.27,,normal,1.33,18.44,13.81
Sat Nov 23 12:42:30 2019,one,center,0.92,12.23,13.29,,normal,1.32,18.31,13.82
Sat Nov 23 12:42:31 2019,one,center,0.91,12.24,13.31,,normal,1.32,18.31,13.81
Sat Nov 23 12:42:32 2019,one,center,0.92,12.24,13.28,,normal,1.32,18.31,13.8
Sat Nov 23 12:42:33 2019,one,center,0.92,12.23,13.29,,normal,1.31,18.17,13.79
Sat Nov 23 12:42:34 2019,one,center,0.92,12.24,13.3,,normal,1.32,18.31,13.8
Sat Nov 23 12:42:35 2019,one,center,0.91,12.24,13.31,,normal,1.31,18.18,13.8
Sat Nov 23 12:42:36 2019,one,center,0.89,11.86,13.28,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:37 2019,one,center,1.15,15.38,13.31,,normal,1.31,18.18,13.8
Sat Nov 23 12:42:38 2019,two,corner,0.48,6.72,13.76,,normal,1.32,18.18,13.77
Sat Nov 23 12:42:39 2019,two,corner,0.57,7.85,13.75,,normal,1.32,18.31,13.81
Sat Nov 23 12:42:40 2019,two,corner,0.92,12.86,13.84,,normal,1.32,18.31,13.81
Sat Nov 23 12:42:41 2019,two,corner,0.98,12.98,13.21,,normal,1.31,18.18,13.8
Sat Nov 23 12:42:42 2019,two,corner,0.85,11.36,13.27,,normal,1.32,18.31,13.8
Sat Nov 23 12:42:43 2019,two,corner,0.96,12.86,13.29,,normal,1.33,18.44,13.8
Sat Nov 23 12:42:44 2019,two,corner,0.39,5.47,13.77,,normal,1.32,18.3,13.79
Sat Nov 23 12:42:45 2019,two,corner,0.39,5.35,13.68,,normal,1.32,18.31,13.8
Sat Nov 23 12:42:46 2019,two,corner,0.54,7.47,13.75,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:47 2019,two,corner,0.54,7.47,13.74,,normal,1.33,18.46,13.78
Sat Nov 23 12:42:48 2019,two,corner,0.57,7.97,13.76,,normal,1.33,18.31,13.77
Sat Nov 23 12:42:49 2019,two,corner,0.89,12.36,13.83,,normal,1.32,18.31,13.8
Sat Nov 23 12:42:50 2019,two,corner,0.89,12.36,13.84,,normal,1.33,18.44,13.82
Sat Nov 23 12:42:51 2019,two,corner,0.89,12.35,13.84,,normal,1.33,18.44,13.79
Sat Nov 23 12:42:52 2019,two,corner,0.89,12.35,13.85,,normal,1.34,18.57,13.79
Sat Nov 23 12:42:53 2019,two,corner,0.9,12.49,13.85,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:54 2019,two,corner,0.89,12.36,13.83,,normal,1.34,18.57,13.78
Sat Nov 23 12:42:55 2019,two,corner,0.9,12.49,13.84,,normal,1.33,18.31,13.77
Sat Nov 23 12:42:56 2019,two,corner,0.9,12.49,13.83,,normal,1.32,18.31,13.79
Sat Nov 23 12:42:57 2019,two,corner,0.89,12.36,13.85,,normal,1.32,18.33,13.8
Sat Nov 23 12:42:58 2019,two,corner,0.89,12.35,13.83,,normal,1.34,18.57,13.8
Sat Nov 23 12:42:59 2019,two,corner,0.9,12.49,13.84,,normal,1.31,18.18,13.8
Sat Nov 23 12:43:00 2019,two,corner,0.9,12.49,13.83,,normal,1.32,18.31,13.79
Sat Nov 23 12:43:01 2019,two,corner,0.89,12.36,13.84,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:02 2019,two,corner,0.9,12.5,13.84,,normal,1.21,17.39,14.37
Sat Nov 23 12:43:03 2019,two,corner,0.9,12.48,13.85,,normal,1.33,18.31,13.75
Sat Nov 23 12:43:04 2019,two,corner,0.9,12.49,13.84,,normal,1.33,18.44,13.8
Sat Nov 23 12:43:05 2019,two,corner,0.9,12.49,13.85,,normal,1.34,18.57,13.8
Sat Nov 23 12:43:06 2019,two,corner,0.9,12.49,13.84,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:07 2019,two,corner,0.9,12.48,13.84,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:08 2019,two,corner,0.91,12.61,13.85,,normal,1.27,18.3,14.38
Sat Nov 23 12:43:09 2019,two,corner,0.9,12.48,13.84,,normal,1.34,18.44,13.75
Sat Nov 23 12:43:10 2019,two,corner,0.9,12.48,13.83,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:11 2019,two,corner,0.89,12.36,13.85,,normal,1.32,18.31,13.78
Sat Nov 23 12:43:12 2019,two,corner,0.9,12.49,13.85,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:13 2019,two,corner,0.9,12.49,13.83,,normal,1.32,18.31,13.79
Sat Nov 23 12:43:14 2019,two,corner,0.9,12.49,13.85,,normal,1.33,18.44,13.8
Sat Nov 23 12:43:15 2019,two,corner,0.9,12.49,13.83,,normal,1.34,18.57,13.81
Sat Nov 23 12:43:16 2019,two,corner,0.95,12.61,13.21,,normal,1.35,18.7,13.8
Sat Nov 23 12:43:18 2019,two,corner,0.95,12.73,13.28,,normal,1.35,18.7,13.8
Sat Nov 23 12:43:19 2019,two,corner,0.95,12.73,13.3,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:20 2019,two,corner,0.95,12.73,13.29,,normal,1.34,18.57,13.82
Sat Nov 23 12:43:21 2019,two,corner,0.96,12.86,13.29,,normal,1.35,18.7,13.78
Sat Nov 23 12:43:22 2019,two,corner,0.95,12.73,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:43:23 2019,two,corner,0.94,12.61,13.31,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:24 2019,two,corner,0.95,12.75,13.29,,normal,1.35,18.7,13.79
Sat Nov 23 12:43:25 2019,two,corner,0.95,12.73,13.31,,normal,1.34,18.57,13.8
Sat Nov 23 12:43:26 2019,two,corner,0.95,12.73,13.29,,normal,1.34,18.57,13.8
Sat Nov 23 12:43:27 2019,two,corner,0.95,12.61,13.27,,normal,1.35,18.7,13.8
Sat Nov 23 12:43:28 2019,two,corner,0.95,12.73,13.3,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:29 2019,two,corner,0.95,12.73,13.29,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:30 2019,two,corner,0.95,12.75,13.31,,normal,1.35,18.7,13.79
Sat Nov 23 12:43:31 2019,two,corner,0.95,12.73,13.29,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:32 2019,two,corner,0.95,12.73,13.3,,normal,1.36,18.83,13.8
Sat Nov 23 12:43:33 2019,two,corner,0.94,12.61,13.32,,normal,1.34,18.59,13.78
Sat Nov 23 12:43:34 2019,two,corner,0.94,12.61,13.31,,normal,1.33,18.44,13.8
Sat Nov 23 12:43:35 2019,two,corner,0.95,12.73,13.29,,normal,1.33,18.44,13.83
Sat Nov 23 12:43:36 2019,two,corner,0.95,12.73,13.29,,normal,1.33,18.44,13.84
Sat Nov 23 12:43:37 2019,two,corner,0.94,12.61,13.3,,normal,1.34,18.57,13.79
Sat Nov 23 12:43:38 2019,two,corner,0.94,12.61,13.29,,normal,1.34,18.57,13.78
Sat Nov 23 12:43:39 2019,two,corner,0.94,12.62,13.29,,normal,1.34,18.57,13.8
Sat Nov 23 12:43:40 2019,two,corner,0.94,12.61,13.31,,normal,1.33,18.44,13.8
Sat Nov 23 12:43:41 2019,two,corner,0.94,12.62,13.29,,normal,1.33,18.44,13.79
Sat Nov 23 12:43:42 2019,two,corner,0.93,12.49,13.3,,normal,1.32,18.31,13.82
Sat Nov 23 12:43:43 2019,two,corner,0.94,12.61,13.31,,normal,1.32,18.31,13.78
Sat Nov 23 12:43:44 2019,two,corner,0.93,12.49,13.29,,normal,1.33,18.44,13.79
Sat Nov 23 12:43:45 2019,two,corner,0.93,12.49,13.3,,normal,1.33,18.44,13.78
Sat Nov 23 12:43:46 2019,two,corner,0.93,12.49,13.29,,normal,1.31,18.18,13.8
Sat Nov 23 12:43:47 2019,two,corner,0.93,12.49,13.3,,normal,1.31,18.18,13.8
Sat Nov 23 12:43:48 2019,two,corner,0.94,12.5,13.28,,normal,1.33,18.44,13.79
Sat Nov 23 12:43:49 2019,two,corner,0.94,12.62,13.29,,normal,1.32,18.31,13.78
Sat Nov 23 12:43:50 2019,two,corner,0.94,12.61,13.28,,normal,1.32,18.31,13.8
Sat Nov 23 12:43:51 2019,two,corner,0.94,12.61,13.3,,normal,1.32,18.31,13.78
Sat Nov 23 12:43:52 2019,two,corner,0.94,12.62,13.31,,normal,1.31,18.18,13.78
Sat Nov 23 12:43:53 2019,two,corner,0.94,12.5,13.29,,normal,1.32,18.3,13.8
Sat Nov 23 12:43:54 2019,two,corner,0.94,12.62,13.29,,normal,1.32,18.31,13.81
Sat Nov 23 12:43:55 2019,two,corner,0.93,12.49,13.3,,normal,1.31,18.18,13.78
Sat Nov 23 12:43:56 2019,two,corner,0.93,12.49,13.3,,normal,1.33,18.44,13.81
Sat Nov 23 12:43:57 2019,two,corner,0.93,12.49,13.29,,normal,1.31,18.18,13.79
Sat Nov 23 12:43:58 2019,two,corner,0.93,12.49,13.31,,normal,1.32,18.31,13.82
Sat Nov 23 12:43:59 2019,two,corner,0.94,12.49,13.28,,normal,1.31,18.18,13.81
Sat Nov 23 12:44:00 2019,two,corner,0.93,12.5,13.3,,normal,1.32,18.31,13.79
Sat Nov 23 12:44:01 2019,two,corner,0.94,12.61,13.3,,normal,1.33,18.44,13.8
Sat Nov 23 12:44:02 2019,two,corner,0.94,12.61,13.28,,normal,1.32,18.31,13.8
Sat Nov 23 12:44:03 2019,two,corner,0.93,12.49,13.29,,normal,1.32,18.33,13.8
Sat Nov 23 12:44:04 2019,two,corner,0.94,12.61,13.29,,normal,1.31,18.18,13.8
Sat Nov 23 12:44:05 2019,two,corner,0.94,12.49,13.28,,normal,1.32,18.31,13.8
Sat Nov 23 12:44:06 2019,two,corner,0.93,12.49,13.3,,normal,1.32,18.31,13.79
Sat Nov 23 12:44:07 2019,two,corner,0.93,12.49,13.3,,normal,1.3,18.05,13.8
Sat Nov 23 12:44:08 2019,two,corner,0.94,12.49,13.28,,normal,1.31,18.18,13.79
Sat Nov 23 12:44:09 2019,two,corner,0.93,12.36,13.29,,normal,1.31,18.18,13.79
Sat Nov 23 12:44:10 2019,two,corner,0.93,12.49,13.3,,normal,1.31,18.18,13.8
Sat Nov 23 12:44:11 2019,two,corner,0.94,12.5,13.29,,normal,1.33,18.33,13.78
Sat Nov 23 12:44:12 2019,two,corner,0.94,12.49,13.28,,normal,1.32,18.31,13.81
Sat Nov 23 12:44:13 2019,two,corner,0.94,12.5,13.29,,normal,1.32,18.31,13.79
Sat Nov 23 12:44:14 2019,two,corner,0.94,12.61,13.3,,normal,1.31,18.18,13.8
Sat Nov 23 12:44:15 2019,two,corner,0.94,12.61,13.31,,normal,1.33,18.44,13.79
Sat Nov 23 12:44:16 2019,two,corner,0.93,12.49,13.29,,normal,1.32,18.31,13.8
Sat Nov 23 12:44:17 2019,two,corner,0.94,12.62,13.29,,normal,1.32,18.33,13.79
Sat Nov 23 12:44:18 2019,two,corner,0.94,12.61,13.31,,normal,1.33,18.44,13.8
Sat Nov 23 12:44:19 2019,two,corner,0.94,12.61,13.32,,normal,1.32,18.31,13.81
Sat Nov 23 12:44:20 2019,two,corner,0.95,12.73,13.31,,normal,1.34,18.59,13.79
Sat Nov 23 12:44:21 2019,two,corner,0.95,12.73,13.3,,normal,1.33,18.46,13.82
Sat Nov 23 12:44:22 2019,two,corner,0.93,12.49,13.3,,normal,1.34,18.57,13.78
Sat Nov 23 12:44:23 2019,two,corner,0.94,12.62,13.31,,normal,1.34,18.59,13.81
Sat Nov 23 12:44:24 2019,two,corner,0.95,12.73,13.3,,normal,1.33,18.44,13.83
Sat Nov 23 12:44:25 2019,two,corner,0.94,12.61,13.3,,normal,1.34,18.57,13.82
Sat Nov 23 12:44:26 2019,two,corner,0.94,12.61,13.31,,normal,1.33,18.46,13.79
Sat Nov 23 12:44:27 2019,two,corner,0.94,12.61,13.31,,normal,1.32,18.33,13.8
Sat Nov 23 12:44:28 2019,two,corner,0.95,12.75,13.32,,normal,1.34,18.57,13.81
Sat Nov 23 12:44:29 2019,two,corner,0.94,12.61,13.29,,normal,1.33,18.44,13.81
Sat Nov 23 12:44:30 2019,two,corner,0.93,12.5,13.3,,normal,1.32,18.31,13.8
Sat Nov 23 12:44:31 2019,two,corner,0.93,12.5,13.32,,normal,1.32,18.31,13.81
Sat Nov 23 12:44:32 2019,two,corner,0.94,12.61,13.31,,normal,1.32,18.31,13.81
Sat Nov 23 12:44:33 2019,two,corner,0.94,12.5,13.28,,normal,1.3,18.05,13.79
Sat Nov 23 12:44:34 2019,two,corner,0.93,12.49,13.31,,normal,1.32,18.31,13.81
Sat Nov 23 12:44:35 2019,two,corner,0.93,12.49,13.31,,normal,1.31,18.2,13.8
Sat Nov 23 12:44:36 2019,two,corner,0.93,12.49,13.31,,normal,1.3,18.05,13.82
Sat Nov 23 12:44:37 2019,two,corner,0.93,12.5,13.3,,normal,1.3,18.05,13.8
Sat Nov 23 12:44:38 2019,two,corner,0.92,12.36,13.3,,normal,1.3,18.05,13.79
Sat Nov 23 12:44:39 2019,two,corner,0.93,12.49,13.3,,normal,1.31,18.2,13.8
Sat Nov 23 12:44:40 2019,two,corner,0.94,12.62,13.31,,normal,1.31,18.18,13.81
Sat Nov 23 12:44:41 2019,two,corner,0.93,12.49,13.32,,normal,1.32,18.33,13.81
Sat Nov 23 12:44:42 2019,two,corner,0.93,12.49,13.3,,normal,1.31,18.18,13.79
Sat Nov 23 12:44:43 2019,two,corner,0.94,12.61,13.3,,normal,1.31,18.18,13.79
Sat Nov 23 12:44:44 2019,two,corner,0.93,12.49,13.32,,normal,1.31,18.18,13.8
Sat Nov 23 12:44:45 2019,two,corner,0.93,12.49,13.3,,normal,1.3,18.05,13.84
Sat Nov 23 12:44:46 2019,two,corner,0.93,12.49,13.29,,normal,1.31,18.18,13.8
Sat Nov 23 12:44:47 2019,two,corner,0.93,12.49,13.31,,normal,1.33,18.31,13.77
Sat Nov 23 12:44:48 2019,two,corner,0.94,12.61,13.28,,normal,1.31,18.18,13.82
Sat Nov 23 12:44:49 2019,two,corner,0.94,12.61,13.31,,normal,1.31,18.18,13.79
Sat Nov 23 12:44:50 2019,two,corner,0.94,12.61,13.33,,normal,1.31,18.18,13.81
Sat Nov 23 12:44:51 2019,two,corner,0.94,12.62,13.3,,normal,1.33,18.44,13.81
Sat Nov 23 12:44:52 2019,two,corner,0.94,12.62,13.29,,normal,1.32,18.33,13.8
Sat Nov 23 12:44:53 2019,two,corner,0.95,12.73,13.31,,normal,1.33,18.46,13.8
Sat Nov 23 12:44:54 2019,two,corner,0.94,12.61,13.33,,normal,1.33,18.46,13.79
Sat Nov 23 12:44:55 2019,two,corner,0.94,12.61,13.3,,normal,1.32,18.33,13.81
Sat Nov 23 12:44:56 2019,two,corner,0.95,12.75,13.3,,normal,1.32,18.33,13.8
Sat Nov 23 12:44:57 2019,two,corner,0.94,12.61,13.3,,normal,1.33,18.44,13.82
Sat Nov 23 12:44:58 2019,two,corner,0.94,12.62,13.32,,normal,1.32,18.31,13.8
Sat Nov 23 12:44:59 2019,two,corner,0.95,12.62,13.28,,normal,1.32,18.2,13.78
Sat Nov 23 12:45:00 2019,two,corner,0.94,12.62,13.3,,normal,1.33,18.44,13.79
Sat Nov 23 12:45:01 2019,two,corner,0.94,12.62,13.32,,normal,1.32,18.2,13.78
Sat Nov 23 12:45:02 2019,two,corner,0.93,12.49,13.3,,normal,1.32,18.33,13.82
Sat Nov 23 12:45:04 2019,two,corner,0.94,12.62,13.31,,normal,1.32,18.31,13.82
Sat Nov 23 12:45:05 2019,two,corner,0.94,12.61,13.3,,normal,1.32,18.31,13.8
Sat Nov 23 12:45:06 2019,two,corner,0.94,12.62,13.3,,normal,1.32,18.31,13.82
Sat Nov 23 12:45:07 2019,two,corner,0.93,12.49,13.29,,normal,1.3,18.07,13.82
Sat Nov 23 12:45:08 2019,two,corner,0.92,12.36,13.32,,normal,1.31,18.18,13.79
Sat Nov 23 12:45:09 2019,two,corner,0.94,12.5,13.29,,normal,1.31,18.18,13.8
Sat Nov 23 12:45:10 2019,two,corner,0.94,12.62,13.3,,normal,1.31,18.18,13.79
Sat Nov 23 12:45:11 2019,two,corner,0.94,12.61,13.3,,normal,1.33,18.33,13.78
Sat Nov 23 12:45:12 2019,two,corner,0.94,12.62,13.29,,normal,1.31,18.18,13.81
Sat Nov 23 12:45:13 2019,two,corner,0.94,12.62,13.29,,normal,1.32,18.31,13.79
Sat Nov 23 12:45:14 2019,two,corner,0.94,12.61,13.31,,normal,1.32,18.33,13.79
Sat Nov 23 12:45:15 2019,two,corner,0.93,12.49,13.29,,normal,1.31,18.18,13.8
Sat Nov 23 12:45:16 2019,two,corner,0.94,12.61,13.29,,normal,1.33,18.46,13.8
