Date/Time,Condition,current,power,voltage,,Condition,current,power,voltage
Thu Nov 21 11:05:53 2019,partial_shading,0.24,25.19,103.94,,full_shading,0.20,2.73,13.49
Thu Nov 21 11:05:54 2019,partial_shading,0.24,25.04,103.92,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:05:55 2019,partial_shading,0.24,24.94,103.93,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:05:56 2019,partial_shading,0.24,25.19,103.93,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:05:57 2019,partial_shading,0.24,25.06,103.93,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:05:58 2019,partial_shading,0.23,24.92,104.32,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:05:59 2019,partial_shading,0.25,25.93,102.34,,full_shading,0.19,2.6,13.52
Thu Nov 21 11:06:00 2019,partial_shading,0.25,25.68,102.29,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:01 2019,partial_shading,0.24,25.06,101.73,,full_shading,0.21,2.85,13.52
Thu Nov 21 11:06:02 2019,partial_shading,0.25,26.06,101.55,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:03 2019,partial_shading,0.26,26.43,101.59,,full_shading,0.20,2.73,13.5
Thu Nov 21 11:06:04 2019,partial_shading,0.26,26.43,101.6,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:05 2019,partial_shading,0.27,26.92,98.34,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:06 2019,partial_shading,0.26,27.07,101.7,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:07 2019,partial_shading,0.26,27.3,101.77,,full_shading,0.19,2.6,13.53
Thu Nov 21 11:06:08 2019,partial_shading,0.27,27.94,101.88,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:09 2019,partial_shading,0.27,28.46,101.95,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:10 2019,partial_shading,0.28,28.71,102,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:11 2019,partial_shading,0.28,29.21,101.66,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:13 2019,partial_shading,0.28,28.83,101.6,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:14 2019,partial_shading,0.3,30.6,101.89,,full_shading,0.21,2.85,13.52
Thu Nov 21 11:06:15 2019,partial_shading,0.29,29.6,101.33,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:16 2019,partial_shading,0.28,29.58,102.18,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:17 2019,partial_shading,0.28,29.23,103.02,,full_shading,0.20,2.73,13.53
Thu Nov 21 11:06:18 2019,partial_shading,0.27,28.71,102.95,,full_shading,0.20,2.72,13.5
Thu Nov 21 11:06:19 2019,partial_shading,0.28,28.83,102.5,,full_shading,0.20,2.73,13.49
Thu Nov 21 11:06:20 2019,partial_shading,0.27,28.09,101.52,,full_shading,0.20,2.73,13.53
Thu Nov 21 11:06:21 2019,partial_shading,0.27,27.84,101.46,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:22 2019,partial_shading,0.26,27.07,101.34,,full_shading,0.20,2.73,13.5
Thu Nov 21 11:06:23 2019,partial_shading,0.25,25.44,101.06,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:24 2019,partial_shading,0.26,26.95,101.32,,full_shading,0.20,2.73,13.54
Thu Nov 21 11:06:25 2019,partial_shading,0.26,26.82,101.71,,full_shading,0.21,2.85,13.52
Thu Nov 21 11:06:26 2019,partial_shading,0.26,26.45,101.66,,full_shading,0.19,2.6,13.51
Thu Nov 21 11:06:27 2019,partial_shading,0.25,26.2,101.62,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:28 2019,partial_shading,0.25,25.56,101.48,,full_shading,0.19,2.6,13.51
Thu Nov 21 11:06:29 2019,partial_shading,0.24,24.57,101.27,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:30 2019,partial_shading,0.25,26.06,103.31,,full_shading,0.19,2.6,13.52
Thu Nov 21 11:06:31 2019,partial_shading,0.25,26.08,102.86,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:32 2019,partial_shading,0.25,25.68,102.38,,full_shading,0.20,2.73,13.49
Thu Nov 21 11:06:33 2019,partial_shading,0.25,25.81,102.39,,full_shading,0.20,2.72,13.52
Thu Nov 21 11:06:34 2019,partial_shading,0.24,24.82,99.67,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:35 2019,partial_shading,0.23,23.82,99.42,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:36 2019,partial_shading,0.25,25.06,99.25,,full_shading,0.19,2.6,13.52
Thu Nov 21 11:06:37 2019,partial_shading,0.24,24.94,100.08,,full_shading,0.20,2.73,13.52
Thu Nov 21 11:06:38 2019,partial_shading,0.24,24.69,100.05,,full_shading,0.21,2.85,13.52
Thu Nov 21 11:06:39 2019,partial_shading,0.24,24.57,99.21,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:40 2019,partial_shading,0.24,24.57,102.13,,full_shading,0.20,2.73,13.5
Thu Nov 21 11:06:41 2019,partial_shading,0.23,24.19,102.06,,full_shading,0.19,2.6,13.51
Thu Nov 21 11:06:42 2019,partial_shading,0.23,23.82,101.99,,full_shading,0.21,2.85,13.52
Thu Nov 21 11:06:43 2019,partial_shading,0.23,23.57,101.93,,full_shading,0.20,2.73,13.51
Thu Nov 21 11:06:44 2019,partial_shading,0.24,24.32,98.74,,full_shading,0.20,2.73,13.53
Thu Nov 21 11:06:45 2019,partial_shading,0.24,24.32,98.74,,full_shading,0.19,2.6,13.52
Thu Nov 21 11:06:46 2019,partial_shading,0.24,24.19,98.69,,full_shading,0.19,2.6,13.5
