,Condition,Date/Time,current,power,voltage
423,normal,Wed Nov  6 19:48:01 2019,0.09,1.32,14.31
424,normal,Wed Nov  6 19:48:02 2019,0.08,1.19,14.33
425,normal,Wed Nov  6 19:48:03 2019,0.11,1.59,14.31
426,normal,Wed Nov  6 19:48:04 2019,0.09,1.32,14.32
427,normal,Wed Nov  6 19:48:05 2019,0.11,1.59,14.32
428,normal,Wed Nov  6 19:48:06 2019,0.09,1.32,14.31
429,normal,Wed Nov  6 19:48:07 2019,0.08,1.19,14.32
430,normal,Wed Nov  6 19:48:08 2019,0.11,1.59,14.32
431,normal,Wed Nov  6 19:48:09 2019,0.11,1.59,14.31
432,normal,Wed Nov  6 19:48:10 2019,0.07,1.06,14.31
433,normal,Wed Nov  6 19:48:11 2019,0.09,1.32,14.32
434,normal,Wed Nov  6 19:48:12 2019,0.09,1.32,14.32
435,normal,Wed Nov  6 19:48:13 2019,0.08,1.19,14.32
436,normal,Wed Nov  6 19:48:14 2019,0.09,1.32,14.29
437,normal,Wed Nov  6 19:48:15 2019,0.09,1.32,14.32
438,normal,Wed Nov  6 19:48:16 2019,0.08,1.19,14.33
439,normal,Wed Nov  6 19:48:17 2019,0.08,1.19,14.32
440,normal,Wed Nov  6 19:48:18 2019,0.11,1.59,14.32
441,normal,Wed Nov  6 19:48:19 2019,0.1,1.45,14.33
442,normal,Wed Nov  6 19:48:20 2019,0.11,1.59,14.32
443,normal,Wed Nov  6 19:48:21 2019,0.1,1.45,14.32
444,normal,Wed Nov  6 19:48:22 2019,0.1,1.45,14.32
445,normal,Wed Nov  6 19:48:23 2019,0.1,1.45,14.32
446,normal,Wed Nov  6 19:48:24 2019,0.11,1.59,14.32
447,normal,Wed Nov  6 19:48:25 2019,0.1,1.45,14.33
448,normal,Wed Nov  6 19:48:26 2019,0.09,1.32,14.31
449,normal,Wed Nov  6 19:48:27 2019,0.1,1.45,14.32
450,normal,Wed Nov  6 19:48:28 2019,0.11,1.59,14.31
451,normal,Wed Nov  6 19:48:29 2019,0.1,1.45,14.32
452,normal,Wed Nov  6 19:48:30 2019,0.09,1.32,14.31
453,normal,Wed Nov  6 19:48:31 2019,0.09,1.32,14.29
454,normal,Wed Nov  6 19:48:32 2019,0.1,1.45,14.32
