,Condition,Date/Time,current,power,voltage
128,normal,Wed Nov  6 20:16:27 2019,0.43,6.33,14.69
129,normal,Wed Nov  6 20:16:28 2019,0.4,5.92,14.68
130,normal,Wed Nov  6 20:16:29 2019,0.42,6.19,14.69
131,normal,Wed Nov  6 20:16:30 2019,0.4,5.92,14.69
132,normal,Wed Nov  6 20:16:31 2019,0.4,5.92,14.68
133,normal,Wed Nov  6 20:16:32 2019,0.41,6.06,14.69
134,normal,Wed Nov  6 20:16:33 2019,0.38,5.65,14.7
135,normal,Wed Nov  6 20:16:34 2019,0.43,6.33,14.7
136,normal,Wed Nov  6 20:16:35 2019,0.41,6.06,14.72
137,normal,Wed Nov  6 20:16:36 2019,0.41,6.06,14.69
138,normal,Wed Nov  6 20:16:37 2019,0.4,5.92,14.68
139,normal,Wed Nov  6 20:16:38 2019,0.41,6.06,14.68
140,normal,Wed Nov  6 20:16:39 2019,0.42,6.19,14.68
141,normal,Wed Nov  6 20:16:40 2019,0.43,6.33,14.71
142,normal,Wed Nov  6 20:16:41 2019,0.42,6.19,14.68
143,normal,Wed Nov  6 20:16:42 2019,0.39,5.79,14.7
144,normal,Wed Nov  6 20:16:43 2019,0.41,6.06,14.68
145,normal,Wed Nov  6 20:16:44 2019,0.43,6.32,14.68
146,normal,Wed Nov  6 20:16:45 2019,0.42,6.19,14.7
147,normal,Wed Nov  6 20:16:46 2019,0.39,5.79,14.69
148,normal,Wed Nov  6 20:16:48 2019,0.4,5.92,14.7
149,normal,Wed Nov  6 20:16:49 2019,0.43,6.33,14.7
150,normal,Wed Nov  6 20:16:50 2019,0.39,5.79,14.69
151,normal,Wed Nov  6 20:16:51 2019,0.42,6.19,14.7
152,normal,Wed Nov  6 20:16:52 2019,0.37,5.52,14.7
153,normal,Wed Nov  6 20:16:53 2019,0.39,5.79,14.7
154,normal,Wed Nov  6 20:16:54 2019,0.43,6.33,14.7
155,normal,Wed Nov  6 20:16:55 2019,0.42,6.19,14.68
156,normal,Wed Nov  6 20:16:56 2019,0.38,5.65,14.7
157,normal,Wed Nov  6 20:16:57 2019,0.41,6.06,14.69
158,normal,Wed Nov  6 20:16:58 2019,0.39,5.79,14.7
159,normal,Wed Nov  6 20:16:59 2019,0.4,5.92,14.7
160,normal,Wed Nov  6 20:17:00 2019,0.37,5.52,14.67
161,normal,Wed Nov  6 20:17:01 2019,0.38,5.65,14.68
162,normal,Wed Nov  6 20:17:02 2019,0.43,6.33,14.7
163,normal,Wed Nov  6 20:17:03 2019,0.42,6.19,14.69
164,normal,Wed Nov  6 20:17:04 2019,0.38,5.65,14.7
165,normal,Wed Nov  6 20:17:05 2019,0.44,6.46,14.69
166,normal,Wed Nov  6 20:17:06 2019,0.42,6.19,14.69
167,normal,Wed Nov  6 20:17:07 2019,0.39,5.79,14.69
168,normal,Wed Nov  6 20:17:08 2019,0.42,6.19,14.7
169,normal,Wed Nov  6 20:17:09 2019,0.42,6.19,14.7
170,normal,Wed Nov  6 20:17:10 2019,0.43,6.33,14.7
171,normal,Wed Nov  6 20:17:11 2019,0.43,6.33,14.69
172,normal,Wed Nov  6 20:17:12 2019,0.43,6.33,14.7
173,normal,Wed Nov  6 20:17:13 2019,0.38,5.65,14.68
174,normal,Wed Nov  6 20:17:14 2019,0.41,6.06,14.7
175,normal,Wed Nov  6 20:17:15 2019,0.4,5.92,14.69
176,normal,Wed Nov  6 20:17:16 2019,0.41,6.06,14.68
177,normal,Wed Nov  6 20:17:17 2019,0.42,6.19,14.7
178,normal,Wed Nov  6 20:17:18 2019,0.43,6.33,14.68
179,normal,Wed Nov  6 20:17:19 2019,0.38,5.65,14.7
180,normal,Wed Nov  6 20:17:20 2019,0.4,5.92,14.71
181,normal,Wed Nov  6 20:17:21 2019,0.4,5.92,14.71
182,normal,Wed Nov  6 20:17:22 2019,0.38,5.65,14.7
183,normal,Wed Nov  6 20:17:23 2019,0.42,6.2,14.68
184,normal,Wed Nov  6 20:17:24 2019,0.43,6.33,14.69
185,normal,Wed Nov  6 20:17:25 2019,0.39,5.79,14.69
186,normal,Wed Nov  6 20:17:26 2019,0.39,5.79,14.69
187,normal,Wed Nov  6 20:17:27 2019,0.4,5.92,14.68
188,normal,Wed Nov  6 20:17:28 2019,0.41,6.06,14.71
189,normal,Wed Nov  6 20:17:29 2019,0.43,6.33,14.69
190,normal,Wed Nov  6 20:17:30 2019,0.42,6.19,14.65
191,normal,Wed Nov  6 20:17:31 2019,0.42,6.19,14.68
192,normal,Wed Nov  6 20:17:32 2019,0.38,5.65,14.69
193,normal,Wed Nov  6 20:17:33 2019,0.42,6.19,14.68
194,normal,Wed Nov  6 20:17:34 2019,0.36,5.38,14.7
195,normal,Wed Nov  6 20:17:35 2019,0.4,5.92,14.68
196,normal,Wed Nov  6 20:17:36 2019,0.4,5.92,14.7
197,normal,Wed Nov  6 20:17:37 2019,0.42,6.19,14.7
198,normal,Wed Nov  6 20:17:38 2019,0.41,6.06,14.69
199,normal,Wed Nov  6 20:17:39 2019,0.39,5.79,14.7
200,normal,Wed Nov  6 20:17:40 2019,0.37,5.52,14.7
201,normal,Wed Nov  6 20:17:41 2019,0.39,5.79,14.68
202,normal,Wed Nov  6 20:17:42 2019,0.41,6.06,14.7
203,normal,Wed Nov  6 20:17:43 2019,0.07,1.07,14.47
204,normal,Wed Nov  6 20:17:44 2019,0.06,0.94,14.47
205,normal,Wed Nov  6 20:17:45 2019,0.04,0.67,14.47
206,normal,Wed Nov  6 20:17:46 2019,0.03,0.53,14.44
207,normal,Wed Nov  6 20:17:47 2019,0.06,0.93,14.42
208,normal,Wed Nov  6 20:17:48 2019,0.09,1.34,14.44
209,normal,Wed Nov  6 20:17:49 2019,0.33,4.83,14.62
210,normal,Wed Nov  6 20:17:50 2019,0.34,5.1,14.63
211,normal,Wed Nov  6 20:17:51 2019,0.33,4.83,14.64
212,normal,Wed Nov  6 20:17:52 2019,0.36,5.37,14.62
213,normal,Wed Nov  6 20:17:53 2019,0.32,4.7,14.64
214,normal,Wed Nov  6 20:17:54 2019,0.33,4.97,14.64
215,normal,Wed Nov  6 20:17:55 2019,0.37,5.51,14.65
216,normal,Wed Nov  6 20:17:56 2019,0.35,5.24,14.64
217,normal,Wed Nov  6 20:17:57 2019,0.36,5.37,14.63
218,normal,Wed Nov  6 20:17:58 2019,0.34,5.1,14.63
219,normal,Wed Nov  6 20:17:59 2019,0.35,5.24,14.63
220,normal,Wed Nov  6 20:18:00 2019,0.35,5.24,14.64
221,normal,Wed Nov  6 20:18:01 2019,0.34,5.11,14.64
222,normal,Wed Nov  6 20:18:02 2019,0.33,4.97,14.64
223,normal,Wed Nov  6 20:18:03 2019,0.33,4.84,14.64
224,normal,Wed Nov  6 20:18:04 2019,0.38,5.64,14.64
225,normal,Wed Nov  6 20:18:05 2019,0.33,4.97,14.64
226,normal,Wed Nov  6 20:18:06 2019,0.36,5.38,14.63
227,normal,Wed Nov  6 20:18:07 2019,0.32,4.7,14.63
228,normal,Wed Nov  6 20:18:08 2019,0.35,5.24,14.62
229,normal,Wed Nov  6 20:18:09 2019,0.31,4.56,14.63
230,normal,Wed Nov  6 20:18:10 2019,0.35,5.24,14.63
231,normal,Wed Nov  6 20:18:11 2019,0.3,4.43,14.62
232,normal,Wed Nov  6 20:18:12 2019,0.31,4.56,14.62
233,normal,Wed Nov  6 20:18:13 2019,0.34,5.1,14.63
234,normal,Wed Nov  6 20:18:14 2019,0.36,5.38,14.65
235,normal,Wed Nov  6 20:18:15 2019,0.36,5.38,14.63
236,normal,Wed Nov  6 20:18:16 2019,0.33,4.83,14.63
237,normal,Wed Nov  6 20:18:17 2019,0.33,4.83,14.61
238,normal,Wed Nov  6 20:18:18 2019,0.3,4.43,14.63
239,normal,Wed Nov  6 20:18:19 2019,0.33,4.97,14.66
240,normal,Wed Nov  6 20:18:20 2019,0.35,5.24,14.62
241,normal,Wed Nov  6 20:18:21 2019,0.34,4.97,14.63
242,normal,Wed Nov  6 20:18:22 2019,0.33,4.83,14.62
243,normal,Wed Nov  6 20:18:23 2019,0.34,5.1,14.62
244,normal,Wed Nov  6 20:18:24 2019,0.31,4.56,14.64
245,normal,Wed Nov  6 20:18:25 2019,0.35,5.24,14.63
246,normal,Wed Nov  6 20:18:26 2019,0.31,4.56,14.62
247,normal,Wed Nov  6 20:18:27 2019,0.35,5.24,14.63
248,normal,Wed Nov  6 20:18:28 2019,0.31,4.57,14.61
249,normal,Wed Nov  6 20:18:29 2019,0.34,4.97,14.62
250,normal,Wed Nov  6 20:18:30 2019,0.33,4.83,14.62
251,normal,Wed Nov  6 20:18:31 2019,0.35,5.24,14.63
252,normal,Wed Nov  6 20:18:32 2019,0.31,4.56,14.62
253,normal,Wed Nov  6 20:18:33 2019,0.34,5.11,14.62
254,normal,Wed Nov  6 20:18:34 2019,0.32,4.7,14.62
255,normal,Wed Nov  6 20:18:35 2019,0.3,4.43,14.62
256,normal,Wed Nov  6 20:18:36 2019,0.32,4.7,14.62
257,normal,Wed Nov  6 20:18:38 2019,0.29,4.3,14.62
258,normal,Wed Nov  6 20:18:39 2019,0.34,5.1,14.62
259,normal,Wed Nov  6 20:18:40 2019,0.32,4.7,14.62
260,normal,Wed Nov  6 20:18:41 2019,0.33,4.83,14.63
261,normal,Wed Nov  6 20:18:42 2019,0.29,4.29,14.62
262,normal,Wed Nov  6 20:18:43 2019,0.3,4.43,14.63
263,normal,Wed Nov  6 20:18:44 2019,0.34,4.97,14.6
264,normal,Wed Nov  6 20:18:45 2019,0.35,5.23,14.61
265,normal,Wed Nov  6 20:18:46 2019,0.35,5.24,14.62
266,normal,Wed Nov  6 20:18:47 2019,0.31,4.56,14.63
267,normal,Wed Nov  6 20:18:48 2019,0.29,4.3,14.63
268,normal,Wed Nov  6 20:18:49 2019,0.33,4.83,14.64
269,normal,Wed Nov  6 20:18:50 2019,0.34,4.97,14.62
270,normal,Wed Nov  6 20:18:51 2019,0.33,4.96,14.62
271,normal,Wed Nov  6 20:18:52 2019,0.34,4.97,14.62
272,normal,Wed Nov  6 20:18:53 2019,0.34,5.1,14.62
273,normal,Wed Nov  6 20:18:54 2019,0.31,4.56,14.62
274,normal,Wed Nov  6 20:18:55 2019,0.34,5.1,14.62
275,normal,Wed Nov  6 20:18:56 2019,0.3,4.43,14.63
276,normal,Wed Nov  6 20:18:57 2019,0.34,5.1,14.62
277,normal,Wed Nov  6 20:18:58 2019,0.33,4.83,14.61
278,normal,Wed Nov  6 20:18:59 2019,0.29,4.3,14.62
279,normal,Wed Nov  6 20:19:00 2019,0.34,5.1,14.62
280,normal,Wed Nov  6 20:19:01 2019,0.31,4.56,14.61
281,normal,Wed Nov  6 20:19:02 2019,0.34,5.1,14.62
282,normal,Wed Nov  6 20:19:03 2019,0.32,4.7,14.63
283,normal,Wed Nov  6 20:19:04 2019,0.32,4.7,14.61
284,normal,Wed Nov  6 20:19:05 2019,0.34,4.96,14.61
285,normal,Wed Nov  6 20:19:06 2019,0.33,4.83,14.62
286,normal,Wed Nov  6 20:19:07 2019,0.31,4.56,14.62
287,normal,Wed Nov  6 20:19:08 2019,0.33,4.96,14.63
288,normal,Wed Nov  6 20:19:09 2019,0.33,4.83,14.63
289,normal,Wed Nov  6 20:19:10 2019,0.33,4.83,14.61
290,normal,Wed Nov  6 20:19:11 2019,0.32,4.7,14.61
291,normal,Wed Nov  6 20:19:12 2019,0.3,4.43,14.61
292,normal,Wed Nov  6 20:19:13 2019,0.33,4.83,14.62
293,normal,Wed Nov  6 20:19:14 2019,0.33,4.96,14.62
294,normal,Wed Nov  6 20:19:15 2019,0.34,5.1,14.61
295,normal,Wed Nov  6 20:19:16 2019,0.3,4.43,14.62
296,normal,Wed Nov  6 20:19:17 2019,0.33,4.83,14.61
297,normal,Wed Nov  6 20:19:18 2019,0.33,4.96,14.62
298,normal,Wed Nov  6 20:19:19 2019,0.29,4.29,14.61
299,normal,Wed Nov  6 20:19:20 2019,0.32,4.7,14.61
300,normal,Wed Nov  6 20:19:21 2019,0.34,5.1,14.62
301,normal,Wed Nov  6 20:19:22 2019,0.3,4.43,14.6
302,normal,Wed Nov  6 20:19:23 2019,0.31,4.56,14.61
303,normal,Wed Nov  6 20:19:24 2019,0.3,4.43,14.61
304,normal,Wed Nov  6 20:19:25 2019,0.33,4.83,14.62
305,normal,Wed Nov  6 20:19:26 2019,0.32,4.7,14.62
306,normal,Wed Nov  6 20:19:27 2019,0.33,4.83,14.61
307,normal,Wed Nov  6 20:19:28 2019,0.34,5.1,14.61
308,normal,Wed Nov  6 20:19:29 2019,0.34,5.1,14.61
309,normal,Wed Nov  6 20:19:30 2019,0.31,4.56,14.61
310,normal,Wed Nov  6 20:19:31 2019,0.31,4.56,14.62
311,normal,Wed Nov  6 20:19:32 2019,0.3,4.43,14.61
312,normal,Wed Nov  6 20:19:33 2019,0.33,4.83,14.61
313,normal,Wed Nov  6 20:19:34 2019,0.31,4.56,14.61
314,normal,Wed Nov  6 20:19:35 2019,0.33,4.83,14.62
315,normal,Wed Nov  6 20:19:36 2019,0.31,4.56,14.61
316,normal,Wed Nov  6 20:19:37 2019,0.29,4.29,14.62
317,normal,Wed Nov  6 20:19:38 2019,0.35,5.23,14.63
318,normal,Wed Nov  6 20:19:39 2019,0.3,4.43,14.6
319,normal,Wed Nov  6 20:19:40 2019,0.3,4.43,14.61
320,normal,Wed Nov  6 20:19:41 2019,0.32,4.7,14.61
321,normal,Wed Nov  6 20:19:42 2019,0.33,4.83,14.61
322,normal,Wed Nov  6 20:19:43 2019,0.31,4.56,14.62
323,normal,Wed Nov  6 20:19:44 2019,0.29,4.29,14.61
324,normal,Wed Nov  6 20:19:45 2019,0.34,5.1,14.62
