,date_time,power,power_unknown,DCV,DCA,ACV,ACHZ,TMPI
0,201709120640,0.026,230,12.32,0.06,242.3,59.98,10.0
1,201709120647,0.453,415,29.86,0.09,241.9,59.98,11.0
2,201709120648,2.296,115,29.94,0.1,241.5,59.97,11.0
3,201709120650,2.5,64,30.23,0.1,241.8,59.97,11.0
4,201709120650,2.804,51,30.15,0.11,241.8,59.99,11.0
5,201709120651,2.943,53,30.27,0.11,241.3,59.99,11.0
6,201709120652,3.128,47,30.38,0.12,241.6,59.99,11.0
7,201709120653,3.308,52,30.37,0.13,241.6,59.99,11.0
8,201709120654,3.569,51,30.57,0.13,241.5,59.98,11.0
9,201709120655,3.796,49,30.61,0.14,241.7,59.99,11.0
10,201709120655,4.019,53,30.58,0.15,241.4,60.0,11.0
11,201709120700,4.91,300,31.04,0.2,244.4,59.99,11.0
12,201709120705,6.199,301,31.15,0.23,244.6,59.98,11.0
13,201709120711,7.299,304,31.16,0.26,245.1,59.98,11.0
14,201709120716,8.712,302,31.63,0.33,243.4,59.98,12.0
15,201709120721,10.109,302,31.57,0.34,242.9,60.01,12.0
16,201709120726,11.197,304,31.68,0.38,242.6,60.02,12.0
17,201709120731,12.295,302,31.81,0.43,242.7,59.99,12.0
18,201709120736,14.308,302,32.04,0.51,242.6,59.99,12.0
19,201709120741,15.003,303,32.08,0.53,242.3,60.0,12.0
20,201709120746,18.289,301,32.3,0.62,243.1,60.0,12.0
21,201709120752,19.939,347,32.37,0.65,242.7,60.02,13.0
22,201709120757,20.917,300,32.39,0.7,242.9,60.02,13.0
23,201709120802,22.913,299,32.52,0.79,242.2,59.99,13.0
24,201709120807,26.007,307,32.51,0.83,242.7,60.0,13.0
25,201709120812,25.953,301,32.55,0.84,242.9,59.99,14.0
26,201709120824,30.808,713,32.54,1.09,243.5,60.0,14.0
27,201709120826,33.835,127,32.55,1.12,244.0,59.99,15.0
28,201709120827,35.653,49,32.92,1.17,243.6,60.0,15.0
29,201709120827,37.429,56,32.92,1.18,243.2,60.02,14.0
30,201709120828,37.216,51,32.95,1.18,243.4,60.01,14.0
31,201709120829,37.326,46,32.94,1.19,242.6,60.01,15.0
32,201709120830,38.073,55,32.95,1.23,242.9,60.02,15.0
33,201709120830,40.0,4,32.98,1.23,243.8,60.02,15.0
34,201709120831,38.633,49,33.0,1.25,243.5,60.01,15.0
35,201709120836,41.063,304,33.0,1.35,244.0,60.02,15.0
36,201709120841,43.683,303,33.01,1.47,244.7,60.01,15.0
37,201709120846,49.438,299,33.0,1.61,244.5,60.01,16.0
38,201709120851,53.714,304,33.32,1.88,245.0,60.01,16.0
39,201709120856,61.614,303,33.31,2.01,245.5,60.02,17.0
40,201709120901,62.821,301,33.23,1.94,245.0,59.99,17.0
41,201709120906,58.829,304,33.2,1.89,244.9,60.02,17.0
42,201709120911,59.212,302,33.19,1.88,244.1,60.01,18.0
43,201709120928,76.284,1004,33.54,3.17,246.3,59.99,19.0
44,201709120930,111.935,124,33.48,2.9,246.2,59.98,20.0
45,201709120931,91.174,46,33.44,2.58,245.8,59.98,20.0
46,201709120932,85.132,53,33.3,2.54,244.9,59.99,20.0
47,201709120932,80.765,51,33.75,2.5,245.9,59.98,20.0
48,201709120933,88.213,47,33.38,2.78,245.1,59.99,20.0
49,201709120934,94.245,53,33.37,2.79,245.3,59.99,20.0
50,201709120934,93.5,4,33.36,2.78,245.5,59.99,20.0
51,201709120935,95.064,47,33.45,3.08,245.6,59.98,20.0
52,201709120940,123.819,304,33.44,3.41,247.0,59.99,21.0
53,201709120945,128.234,304,33.31,5.21,247.5,60.01,22.0
54,201709120950,155.213,300,32.92,5.2,247.9,59.98,22.0
55,201709120955,168.083,303,32.44,5.33,247.8,59.98,23.0
56,201709121000,170.386,303,32.17,5.49,248.8,59.99,24.0
57,201709121005,173.623,302,31.9,5.63,249.2,60.02,26.0
58,201709121010,176.871,302,31.7,5.76,249.4,60.01,27.0
59,201709121015,179.538,305,31.55,5.94,249.3,60.01,28.0
60,201709121020,183.671,301,31.41,6.06,249.9,60.01,29.0
61,201709121025,186.498,303,31.24,6.23,249.5,60.01,31.0
62,201709121030,191.03,301,31.12,6.35,249.0,60.0,32.0
63,201709121035,193.156,301,31.02,6.48,248.4,60.0,33.0
64,201709121041,197.046,304,30.88,6.63,248.9,60.01,34.0
65,201709121046,200.642,302,30.77,6.78,249.7,59.99,36.0
66,201709121051,203.568,303,30.65,6.9,249.5,60.01,37.0
67,201709121056,206.169,301,30.58,7.02,247.5,60.0,38.0
68,201709121101,208.762,303,30.51,7.11,248.0,60.0,38.0
69,201709121106,209.669,302,30.37,7.17,248.3,59.98,39.0
70,201709121111,211.71,303,30.29,7.28,247.6,59.97,40.0
71,201709121116,214.535,303,30.24,7.4,247.9,60.01,41.0
72,201709121121,217.745,302,30.09,7.53,247.8,60.0,42.0
73,201709121127,220.641,340,29.98,7.64,247.6,60.01,43.0
74,201709121131,221.658,263,29.91,7.71,248.4,60.02,44.0
75,201709121136,222.944,303,29.8,7.81,248.5,60.02,45.0
76,201709121141,224.252,305,29.73,7.86,249.1,59.99,46.0
77,201709121146,226.567,300,29.63,7.99,248.2,60.01,46.0
78,201709121151,228.917,303,29.47,8.09,248.7,60.01,47.0
79,201709121156,228.355,304,29.44,8.16,248.5,60.03,48.0
80,201709121201,231.727,300,29.36,8.24,248.5,60.01,49.0
81,201709121205,232.424,257,29.29,8.29,248.9,60.01,49.0
