,date_time,power,power_unknown,DCV,DCA,ACV,ACHZ,TMPI
0,201709120640,0.629,364,31.21,0.14,241.4,60.0,10.0
1,201709120643,0.893,177,33.85,0.14,241.9,60.01,10.0
2,201709120648,0.886,289,34.32,0.14,241.8,59.97,10.0
3,201709120649,0.925,67,34.48,0.14,241.6,59.97,10.0
4,201709120650,0.962,52,34.62,0.14,241.6,59.99,10.0
5,201709120651,0.962,53,34.7,0.14,241.6,59.99,10.0
6,201709120652,0.936,47,34.8,0.14,241.5,59.99,10.0
7,201709120653,0.962,52,34.89,0.14,241.3,59.99,10.0
8,201709120654,0.98,51,35.0,0.14,241.3,59.99,10.0
9,201709120654,1.021,48,35.12,0.14,241.3,59.99,10.0
10,201709120655,1.0,53,35.22,0.14,241.4,60.01,11.0
11,201709120700,1.05,301,35.74,0.14,244.5,59.99,11.0
12,201709120705,1.093,300,36.01,0.14,244.5,59.99,11.0
13,201709120710,1.141,304,36.14,0.14,245.1,59.99,11.0
14,201709120715,1.151,304,36.52,0.14,243.1,59.98,11.0
15,201709120720,1.186,301,36.6,0.14,242.4,60.02,11.0
16,201709120726,1.201,303,36.76,0.14,241.8,60.02,11.0
17,201709120731,1.201,303,36.89,0.14,242.5,59.98,11.0
18,201709120736,1.223,301,37.12,0.14,242.7,59.99,12.0
19,201709120741,1.25,304,37.19,0.14,241.9,60.0,12.0
20,201709120746,1.256,301,37.45,0.14,242.8,60.01,12.0
21,201709120751,1.26,346,37.47,0.14,242.7,60.02,12.0
22,201709120756,1.272,301,37.55,0.14,242.6,60.02,12.0
23,201709120801,1.313,300,37.72,0.14,241.6,60.0,12.0
24,201709120807,11.536,304,32.39,0.82,242.2,59.99,12.0
25,201709120812,25.198,303,32.42,0.83,242.8,59.99,13.0
26,201709120823,29.823,666,32.45,1.09,243.6,59.99,14.0
27,201709120826,32.994,174,32.44,1.1,244.0,59.98,14.0
28,201709120826,33.837,49,32.47,1.13,243.4,60.0,14.0
29,201709120827,35.545,55,32.88,1.16,243.1,60.02,14.0
30,201709120828,36.392,51,32.88,1.16,243.2,60.01,14.0
31,201709120829,36.146,48,32.89,1.16,242.7,60.0,14.0
32,201709120830,36.784,51,32.89,1.19,242.9,60.02,14.0
33,201709120831,38.623,53,32.89,1.24,242.9,60.0,14.0
34,201709120831,38.792,48,32.89,1.26,243.1,59.99,14.0
35,201709120837,40.557,305,32.89,1.35,244.2,60.01,15.0
36,201709120842,43.252,301,32.9,1.48,244.4,60.01,15.0
